0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,fact_sale,pred_trend
8.167,2.609,0.319,1.224,0.703,4.0,0.511,-1.0,-3.0,-0.035,0.002,0.777,0.364,7.0,0.692,-0.5,0.866,8.0,8.0,1.0
8.167,2.609,0.319,0.735,-0.831,0.0,0.0,2.0,1.0,-0.189,0.062,-0.447,0.273,6.0,0.692,0.0,1.0,10.0,10.0,1.0
9.917,5.737,0.578,0.605,-0.683,-5.0,-0.606,-3.0,-5.0,-0.815,0.24,0.113,0.273,6.0,0.852,0.5,0.866,27.0,6.0,1.0
10.083,5.649,0.56,1.091,0.162,7.0,1.012,-2.0,4.0,-0.563,0.118,0.757,0.364,6.0,0.852,0.866,0.5,8.0,6.0,2.0
10.583,4.734,0.447,0.283,-1.602,-6.0,-1.099,-8.0,-8.0,-0.584,0.181,-1.021,0.455,7.0,0.875,-0.866,-0.5,8.0,8.0,1.0
11.333,4.15,0.366,0.794,-0.562,-4.0,-0.368,-2.0,0.0,-0.294,0.06,-0.178,0.455,8.0,0.708,-1.0,0.0,12.0,3.0,2.0
12.0,4.359,0.363,1.083,0.229,2.0,0.167,6.0,2.0,-0.406,0.103,0.783,0.455,7.0,0.708,-0.866,0.5,17.0,9.0,2.0
11.833,4.356,0.368,0.93,-0.191,0.0,0.0,0.0,1.0,-0.413,0.107,0.349,0.455,8.0,0.708,-0.5,0.866,11.0,13.0,1.0
11.75,4.38,0.373,0.936,-0.171,4.0,0.452,2.0,-13.0,-0.304,0.057,0.217,0.545,8.0,0.708,0.0,1.0,10.0,11.0,2.0
14.917,11.169,0.749,0.469,-0.709,-4.0,-0.452,-4.0,-1.0,-1.703,0.277,0.153,0.455,8.0,0.857,0.5,0.866,49.0,11.0,2.0
15.333,10.957,0.715,0.717,-0.395,2.0,0.201,1.0,-1.0,-1.231,0.15,0.241,0.545,8.0,0.837,0.866,0.5,12.0,7.0,1.0
4.417,1.382,0.313,1.132,0.422,0.0,0.0,-2.0,2.0,0.22,0.303,-0.544,0.273,6.0,0.429,-0.866,-0.5,4.0,4.0,2.0
4.833,2.075,0.429,1.034,0.08,0.0,0.0,1.0,2.0,-0.021,0.001,0.136,0.273,6.0,0.7,-1.0,0.0,10.0,5.0,1.0
4.917,2.1,0.427,1.017,0.04,-2.0,-0.336,-2.0,2.0,-0.073,0.015,0.234,0.364,7.0,0.7,-0.866,0.5,6.0,5.0,2.0
4.583,2.361,0.515,1.527,1.023,3.0,0.56,4.0,3.0,0.073,0.012,0.857,0.455,6.0,0.7,-0.5,0.866,1.0,5.0,2.0
4.417,2.253,0.51,0.906,-0.185,-3.0,-0.56,1.0,1.0,-0.052,0.006,-0.057,0.364,6.0,0.8,0.0,1.0,5.0,7.0,1.0
4.333,2.285,0.527,1.615,1.167,4.0,0.847,4.0,3.0,0.021,0.001,1.117,0.455,6.0,0.8,0.5,0.866,3.0,4.0,2.0
4.25,2.203,0.518,0.706,-0.567,0.0,0.0,-1.0,-7.0,-0.164,0.066,-0.163,0.364,6.0,0.833,0.866,0.5,6.0,7.0,1.0
7.75,3.722,0.48,1.161,0.336,5.0,0.811,3.0,4.0,-0.241,0.05,0.71,0.364,5.0,0.818,-0.866,-0.5,11.0,8.0,2.0
7.417,3.774,0.509,0.539,-0.905,0.0,0.0,-5.0,-5.0,-0.192,0.031,-0.635,0.364,5.0,0.818,-1.0,0.0,5.0,9.0,2.0
7.583,3.662,0.483,0.527,-0.979,-2.0,-0.405,-7.0,-12.0,0.017,0.0,-1.005,0.364,6.0,0.818,-0.866,0.5,6.0,4.0,2.0
7.583,3.662,0.483,0.791,-0.432,-3.0,-0.405,1.0,-1.0,0.318,0.09,-0.954,0.455,7.0,0.818,-0.5,0.866,4.0,4.0,1.0
7.667,3.636,0.474,1.174,0.367,-2.0,-0.201,0.0,7.0,0.413,0.153,-0.28,0.455,8.0,0.818,0.0,1.0,7.0,6.0,2.0
7.75,3.677,0.474,1.419,0.884,6.0,0.788,-5.0,0.0,0.262,0.061,0.507,0.455,7.0,0.818,0.5,0.866,10.0,9.0,1.0
7.167,3.67,0.512,0.698,-0.59,-4.0,-0.588,-2.0,0.0,0.259,0.059,-1.008,0.455,7.0,0.818,0.866,0.5,4.0,11.0,1.0
16.333,4.384,0.268,1.102,0.38,-6.0,-0.288,1.0,5.0,0.867,0.466,-0.969,0.455,5.0,0.409,-0.866,-0.5,7.0,23.0,1.0
16.0,4.397,0.275,1.5,1.819,5.0,0.234,7.0,7.0,0.881,0.479,0.993,0.455,5.0,0.5,-1.0,0.0,14.0,18.0,2.0
14.417,4.645,0.322,1.318,0.987,2.0,0.111,2.0,-3.0,0.941,0.489,-0.178,0.455,6.0,0.5,-0.866,0.5,5.0,24.0,2.0
14.417,4.645,0.322,1.179,0.556,0.0,0.0,4.0,5.0,0.556,0.171,-0.112,0.364,7.0,0.737,-0.5,0.866,19.0,19.0,1.0
14.417,4.645,0.322,1.179,0.556,0.0,0.0,0.0,4.0,0.339,0.064,0.16,0.455,8.0,0.737,0.0,1.0,17.0,17.0,1.0
14.417,4.645,0.322,1.179,0.556,4.0,0.268,-5.0,10.0,0.122,0.008,0.413,0.455,8.0,0.737,0.5,0.866,17.0,17.0,2.0
15.417,6.144,0.398,0.843,-0.393,-4.0,-0.268,1.0,-1.0,-0.556,0.098,0.11,0.364,8.0,0.828,0.866,0.5,29.0,17.0,1.0
7.667,2.925,0.382,1.174,0.456,3.0,0.405,1.0,-5.0,-0.301,0.126,1.092,0.455,6.0,0.786,-0.866,-0.5,8.0,5.0,2.0
7.417,2.929,0.395,0.809,-0.484,3.0,0.693,2.0,-3.0,-0.297,0.123,0.079,0.455,6.0,0.786,-1.0,0.0,6.0,9.0,2.0
7.5,2.901,0.387,0.4,-1.551,-5.0,-0.981,-1.0,-6.0,-0.217,0.067,-1.18,0.364,6.0,0.786,-0.866,0.5,7.0,6.0,2.0
8.167,2.703,0.331,0.98,-0.062,4.0,0.693,-6.0,-2.0,-0.147,0.035,0.241,0.364,5.0,0.714,-0.5,0.866,11.0,3.0,1.0
7.917,2.842,0.359,0.505,-1.378,0.0,0.0,-5.0,-4.0,-0.017,0.0,-1.345,0.364,5.0,0.714,0.0,1.0,5.0,8.0,2.0
8.167,2.609,0.319,0.49,-1.597,-10.0,-1.253,-5.0,-4.0,0.196,0.067,-2.081,0.364,6.0,0.714,0.5,0.866,7.0,4.0,1.0
8.167,2.609,0.319,1.714,2.236,5.0,0.442,4.0,8.0,0.545,0.521,1.569,0.455,6.0,0.455,0.866,0.5,4.0,4.0,2.0
19.5,5.909,0.303,0.821,-0.592,-13.0,-0.595,-6.0,-11.0,0.993,0.337,-1.862,0.455,7.0,0.448,-0.866,-0.5,13.0,15.0,2.0
18.917,6.538,0.346,1.533,1.542,6.0,0.232,0.0,14.0,1.556,0.675,0.409,0.545,6.0,0.444,-1.0,0.0,9.0,16.0,2.0
17.417,6.103,0.35,1.321,0.915,1.0,0.044,8.0,8.0,1.402,0.629,-0.573,0.455,7.0,0.444,-0.866,0.5,11.0,29.0,2.0
17.333,6.032,0.348,1.269,0.774,-7.0,-0.276,-5.0,5.0,0.972,0.309,-0.136,0.364,6.0,0.591,-0.5,0.866,22.0,23.0,1.0
17.0,5.874,0.346,1.706,2.043,14.0,0.659,14.0,16.0,0.734,0.186,1.503,0.455,6.0,0.591,0.0,1.0,18.0,22.0,2.0
15.583,4.751,0.305,0.963,-0.123,-12.0,-0.588,0.0,2.0,0.381,0.077,-0.587,0.455,5.0,0.591,0.5,0.866,12.0,29.0,2.0
15.333,4.853,0.317,1.761,2.404,12.0,0.588,10.0,18.0,0.545,0.151,1.937,0.455,4.0,0.591,0.866,0.5,12.0,15.0,2.0
6.0,3.416,0.569,0.667,-0.586,3.0,1.386,-1.0,-5.0,-0.308,0.097,-0.095,0.364,4.0,0.923,-0.866,-0.5,4.0,3.0,2.0
6.333,3.399,0.537,0.158,-1.569,-4.0,-1.609,-4.0,-12.0,-0.294,0.089,-1.146,0.273,4.0,0.923,-1.0,0.0,8.0,4.0,2.0
6.417,3.278,0.511,0.779,-0.432,0.0,0.0,-3.0,-2.0,0.115,0.015,-0.631,0.364,5.0,0.9,-0.866,0.5,2.0,1.0,1.0
6.083,3.593,0.591,0.822,-0.302,0.0,0.0,-4.0,4.0,0.388,0.139,-0.965,0.455,5.0,0.9,-0.5,0.866,1.0,5.0,1.0
5.833,3.76,0.645,0.857,-0.222,-3.0,-0.47,-8.0,-5.0,0.594,0.298,-1.302,0.455,6.0,0.9,0.0,1.0,2.0,5.0,2.0
5.833,3.76,0.645,1.371,0.576,-1.0,-0.118,1.0,4.0,0.664,0.372,-0.499,0.455,6.0,0.9,0.5,0.866,5.0,5.0,1.0
5.25,3.918,0.746,1.714,0.957,-4.0,-0.368,8.0,1.0,0.752,0.439,-0.131,0.545,7.0,0.9,0.866,0.5,1.0,8.0,1.0
5.5,2.566,0.467,0.909,-0.195,1.0,0.223,-1.0,-1.0,0.217,0.085,-0.69,0.545,9.0,0.857,-0.866,-0.5,7.0,8.0,1.0
5.167,2.853,0.552,0.774,-0.409,-7.0,-1.012,-1.0,-4.0,0.413,0.249,-1.39,0.545,9.0,0.857,-1.0,0.0,1.0,5.0,1.0
5.667,3.118,0.55,1.941,1.71,5.0,0.606,4.0,10.0,0.28,0.096,1.28,0.545,9.0,0.9,-0.866,0.5,10.0,4.0,2.0
5.167,2.672,0.517,1.161,0.312,1.0,0.182,0.0,2.0,0.063,0.007,0.183,0.545,10.0,0.9,-0.5,0.866,5.0,11.0,2.0
5.333,2.779,0.521,0.937,-0.12,-2.0,-0.336,-3.0,3.0,-0.084,0.011,0.046,0.455,10.0,0.9,0.0,1.0,8.0,6.0,2.0
5.333,2.779,0.521,1.312,0.6,1.0,0.154,6.0,0.0,-0.056,0.005,0.712,0.545,10.0,0.9,0.5,0.866,5.0,5.0,2.0
5.333,2.779,0.521,1.125,0.24,-2.0,-0.288,2.0,5.0,-0.196,0.059,0.647,0.455,10.0,0.9,0.866,0.5,7.0,7.0,2.0
14.833,4.879,0.329,1.416,1.264,7.0,0.405,7.0,-2.0,-0.175,0.015,1.472,0.455,6.0,0.739,-0.866,-0.5,17.0,12.0,1.0
14.667,4.696,0.32,0.955,-0.142,0.0,0.0,8.0,4.0,-0.615,0.205,0.649,0.364,7.0,0.739,-1.0,0.0,19.0,21.0,1.0
14.5,4.752,0.328,0.966,-0.105,0.0,0.0,5.0,-1.0,-0.483,0.123,0.484,0.455,8.0,0.739,-0.866,0.5,12.0,14.0,1.0
14.833,4.845,0.327,0.944,-0.172,8.0,0.847,-9.0,0.0,-0.594,0.179,0.555,0.455,9.0,0.739,-0.5,0.866,18.0,14.0,2.0
14.667,4.905,0.334,0.409,-1.767,-3.0,-0.405,-4.0,-15.0,-0.448,0.099,-1.333,0.455,9.0,0.739,0.0,1.0,12.0,14.0,1.0
15.0,4.416,0.294,0.6,-1.359,-14.0,-0.938,-6.0,-8.0,0.126,0.01,-1.523,0.545,9.0,0.609,0.5,0.866,10.0,6.0,1.0
17.0,6.285,0.37,1.353,0.955,13.0,0.833,9.0,4.0,-0.294,0.026,1.228,0.545,9.0,0.697,0.866,0.5,33.0,9.0,2.0
5.0,2.0,0.4,1.2,0.5,2.0,0.405,2.0,0.0,-0.007,0.0,0.519,0.364,4.0,0.875,-0.866,-0.5,2.0,8.0,1.0
5.083,2.06,0.405,0.787,-0.526,0.0,0.0,-1.0,-3.0,-0.129,0.047,-0.185,0.273,4.0,0.875,-1.0,0.0,7.0,6.0,1.0
5.25,2.046,0.39,0.762,-0.611,0.0,0.0,-2.0,3.0,-0.115,0.038,-0.307,0.364,5.0,0.875,-0.866,0.5,6.0,4.0,2.0
5.083,2.216,0.436,0.787,-0.489,-1.0,-0.223,-2.0,-4.0,0.066,0.011,-0.657,0.455,5.0,0.875,-0.5,0.866,2.0,4.0,1.0
5.167,2.192,0.424,0.968,-0.076,-1.0,-0.182,-2.0,-2.0,0.119,0.035,-0.381,0.455,6.0,0.875,0.0,1.0,5.0,4.0,2.0
4.833,2.478,0.513,1.241,0.471,0.0,0.0,5.0,4.0,0.287,0.16,-0.181,0.545,7.0,0.875,0.5,0.866,1.0,5.0,1.0
4.75,2.454,0.517,1.263,0.509,-1.0,-0.154,-2.0,-1.0,0.227,0.102,0.0,0.545,8.0,0.875,0.866,0.5,5.0,6.0,1.0
11.083,3.639,0.328,0.812,-0.572,-3.0,-0.288,2.0,-2.0,-0.353,0.112,-0.041,0.545,5.0,0.737,-0.866,-0.5,9.0,17.0,2.0
11.583,3.73,0.322,1.036,0.112,1.0,0.087,3.0,-4.0,-0.409,0.143,0.773,0.545,5.0,0.737,-1.0,0.0,15.0,9.0,1.0
11.417,3.752,0.329,0.964,-0.111,4.0,0.452,6.0,-8.0,-0.367,0.114,0.454,0.545,6.0,0.737,-0.866,0.5,10.0,12.0,1.0
11.667,3.815,0.327,0.6,-1.223,-2.0,-0.251,-4.0,-6.0,-0.448,0.164,-0.632,0.455,6.0,0.737,-0.5,0.866,14.0,11.0,1.0
11.917,3.593,0.302,0.755,-0.812,4.0,0.588,-7.0,-3.0,-0.171,0.027,-0.557,0.545,6.0,0.737,0.0,1.0,10.0,7.0,2.0
13.833,6.491,0.469,0.361,-1.361,-6.0,-0.788,-14.0,-4.0,-0.811,0.186,-0.746,0.455,6.0,0.844,0.5,0.866,32.0,9.0,1.0
14.083,6.198,0.44,0.781,-0.498,-5.0,-0.375,-2.0,-4.0,-0.185,0.011,-0.335,0.545,7.0,0.719,0.866,0.5,8.0,5.0,2.0
7.75,3.767,0.486,1.161,0.332,2.0,0.251,-1.0,0.0,0.703,0.415,-0.908,0.727,6.0,0.667,-0.866,-0.5,4.0,10.0,1.0
7.167,4.059,0.566,0.977,-0.041,-10.0,-0.887,-1.0,2.0,0.867,0.544,-1.801,0.727,5.0,0.667,-1.0,0.0,2.0,9.0,2.0
6.917,4.152,0.6,2.458,2.428,7.0,0.531,6.0,15.0,0.997,0.686,1.979,0.727,5.0,0.667,-0.866,0.5,4.0,7.0,1.0
5.833,2.882,0.494,1.714,1.446,2.0,0.223,1.0,4.0,0.65,0.607,0.326,0.636,5.0,0.667,-0.5,0.866,4.0,17.0,1.0
6.25,3.7,0.592,1.28,0.473,-3.0,-0.318,3.0,3.0,0.108,0.01,0.313,0.545,4.0,0.867,0.0,1.0,15.0,10.0,2.0
6.167,3.67,0.595,1.784,1.317,2.0,0.201,9.0,7.0,0.0,0.0,1.317,0.636,4.0,0.867,0.5,0.866,7.0,8.0,2.0
5.917,3.427,0.579,1.521,0.9,4.0,0.588,3.0,7.0,-0.29,0.085,1.428,0.545,5.0,0.867,0.866,0.5,8.0,11.0,1.0
7.25,4.126,0.569,1.241,0.424,0.0,0.0,2.0,7.0,0.745,0.388,-0.727,0.364,7.0,0.778,-0.866,-0.5,3.0,9.0,2.0
6.667,4.327,0.649,1.35,0.539,-7.0,-0.575,2.0,1.0,0.867,0.479,-0.78,0.455,7.0,0.778,-1.0,0.0,2.0,9.0,1.0
6.667,4.327,0.649,2.4,2.157,9.0,0.827,4.0,7.0,0.671,0.287,1.544,0.455,7.0,0.889,-0.866,0.5,9.0,9.0,1.0
5.583,3.378,0.605,1.254,0.419,0.0,0.0,5.0,6.0,0.388,0.157,-0.232,0.455,7.0,0.889,-0.5,0.866,3.0,16.0,2.0
5.25,3.419,0.651,1.333,0.512,-5.0,-0.539,-1.0,3.0,0.423,0.183,-0.187,0.455,7.0,0.889,0.0,1.0,3.0,7.0,2.0
5.0,3.391,0.678,2.4,2.064,10.0,1.792,3.0,9.0,0.392,0.159,1.558,0.455,7.0,0.889,0.5,0.866,4.0,7.0,1.0
4.083,2.812,0.689,0.49,-0.741,-6.0,-1.386,1.0,0.0,0.227,0.078,-1.234,0.455,7.0,0.889,0.866,0.5,1.0,12.0,1.0
7.083,2.629,0.371,1.694,1.87,4.0,0.405,1.0,4.0,0.423,0.309,1.185,0.545,5.0,0.667,-0.866,-0.5,6.0,4.0,2.0
6.667,2.173,0.326,1.2,0.614,4.0,0.693,0.0,0.0,0.203,0.104,0.106,0.455,5.0,0.714,-1.0,0.0,7.0,12.0,2.0
6.167,2.478,0.402,0.649,-0.874,-7.0,-1.012,-2.0,-2.0,0.322,0.201,-1.777,0.455,5.0,0.714,-0.866,0.5,2.0,8.0,1.0
6.0,2.677,0.446,1.833,1.868,3.0,0.318,3.0,9.0,0.58,0.56,1.018,0.455,4.0,0.714,-0.5,0.866,2.0,4.0,1.0
5.167,2.544,0.492,1.548,1.114,2.0,0.288,0.0,2.0,0.545,0.548,-0.097,0.455,4.0,0.714,0.0,1.0,1.0,11.0,1.0
5.417,2.929,0.541,1.108,0.199,-2.0,-0.288,0.0,0.0,0.192,0.051,-0.166,0.364,4.0,0.909,0.5,0.866,11.0,8.0,1.0
5.25,2.947,0.561,1.524,0.933,0.0,0.0,6.0,1.0,0.22,0.067,0.54,0.455,4.0,0.909,0.866,0.5,4.0,6.0,2.0
4.25,1.738,0.409,0.235,-1.87,-2.0,-1.099,-3.0,-4.0,-0.241,0.23,-1.261,0.182,3.0,0.875,-0.866,-0.5,3.0,3.0,2.0
4.5,1.443,0.321,0.667,-1.039,-1.0,-0.288,-1.0,-3.0,-0.084,0.04,-0.734,0.182,4.0,0.625,-1.0,0.0,4.0,1.0,2.0
4.667,1.374,0.295,0.857,-0.485,0.0,0.0,0.0,-4.0,-0.035,0.008,-0.346,0.182,4.0,0.5,-0.866,0.5,5.0,3.0,2.0
4.917,1.498,0.305,0.814,-0.612,0.0,0.0,-1.0,1.0,-0.094,0.047,-0.272,0.182,4.0,0.571,-0.5,0.866,7.0,4.0,2.0
4.833,1.572,0.325,0.828,-0.53,0.0,0.0,-2.0,-2.0,0.021,0.002,-0.604,0.273,5.0,0.571,0.0,1.0,3.0,4.0,1.0
4.917,1.552,0.316,0.814,-0.591,-1.0,-0.223,-4.0,1.0,0.052,0.014,-0.782,0.273,6.0,0.571,0.5,0.866,5.0,4.0,1.0
4.667,1.886,0.404,1.071,0.177,-1.0,-0.182,2.0,1.0,0.245,0.201,-0.601,0.364,7.0,0.571,0.866,0.5,1.0,4.0,2.0
9.5,4.89,0.515,0.526,-0.92,-5.0,-0.693,-8.0,-2.0,0.65,0.211,-1.859,0.455,8.0,0.75,-0.866,-0.5,7.0,12.0,1.0
9.5,4.89,0.515,1.053,0.102,-10.0,-0.693,-4.0,-3.0,1.028,0.527,-1.532,0.545,9.0,0.714,-1.0,0.0,5.0,5.0,2.0
9.0,5.115,0.568,2.222,2.15,7.0,0.431,8.0,18.0,1.217,0.674,1.476,0.636,8.0,0.714,-0.866,0.5,4.0,10.0,1.0
8.833,4.776,0.541,1.472,0.873,-1.0,-0.074,6.0,6.0,0.371,0.072,0.463,0.545,8.0,0.889,-0.5,0.866,18.0,20.0,2.0
8.0,4.848,0.606,1.75,1.238,2.0,0.154,1.0,10.0,0.406,0.083,0.812,0.636,8.0,0.889,0.0,1.0,3.0,13.0,2.0
8.333,5.359,0.643,1.44,0.684,5.0,0.539,10.0,5.0,-0.252,0.026,0.955,0.545,9.0,0.889,0.5,0.866,18.0,14.0,2.0
8.0,5.244,0.656,0.875,-0.191,-6.0,-0.619,0.0,2.0,-0.406,0.071,0.244,0.545,9.0,0.889,0.866,0.5,8.0,12.0,2.0
15.583,4.425,0.284,0.513,-1.714,-11.0,-0.865,-13.0,-11.0,-0.15,0.014,-1.538,0.636,7.0,0.619,-0.866,-0.5,13.0,13.0,1.0
15.833,4.059,0.256,1.2,0.78,11.0,0.865,-1.0,4.0,0.371,0.099,0.293,0.727,6.0,0.619,-1.0,0.0,11.0,8.0,1.0
14.75,4.746,0.322,0.542,-1.422,-13.0,-0.965,-10.0,-6.0,0.605,0.194,-2.365,0.727,5.0,0.619,-0.866,0.5,6.0,19.0,2.0
14.417,5.314,0.369,1.457,1.239,1.0,0.049,2.0,9.0,1.325,0.741,-0.261,0.818,4.0,0.4,-0.5,0.866,4.0,8.0,1.0
13.583,4.991,0.367,1.472,1.286,2.0,0.105,5.0,0.0,1.157,0.641,0.017,0.727,5.0,0.636,0.0,1.0,11.0,21.0,2.0
13.25,4.675,0.353,1.358,1.016,-1.0,-0.054,4.0,5.0,0.773,0.326,0.13,0.636,4.0,0.75,0.5,0.866,16.0,20.0,1.0
12.583,4.518,0.359,1.51,1.42,4.0,0.236,7.0,8.0,0.682,0.271,0.692,0.727,4.0,0.75,0.866,0.5,10.0,18.0,1.0
6.667,2.427,0.364,0.9,-0.275,-3.0,-0.405,3.0,-2.0,0.126,0.032,-0.569,0.455,5.0,0.727,-0.866,-0.5,4.0,10.0,2.0
6.333,2.749,0.434,1.421,0.97,-1.0,-0.105,3.0,3.0,0.336,0.178,0.329,0.545,5.0,0.727,-1.0,0.0,2.0,6.0,2.0
5.917,2.691,0.455,1.69,1.517,7.0,1.204,2.0,5.0,0.304,0.152,0.973,0.545,5.0,0.727,-0.866,0.5,4.0,9.0,1.0
5.583,2.396,0.429,0.537,-1.078,-3.0,-0.693,-5.0,-1.0,0.115,0.028,-1.362,0.455,4.0,0.727,-0.5,0.866,6.0,10.0,1.0
5.917,2.29,0.387,1.014,0.036,-2.0,-0.288,0.0,-5.0,0.178,0.072,-0.407,0.455,4.0,0.714,0.0,1.0,7.0,3.0,2.0
6.167,2.444,0.396,1.297,0.75,0.0,0.0,3.0,4.0,0.056,0.006,0.626,0.455,3.0,0.778,0.5,0.866,9.0,6.0,1.0
6.5,2.901,0.446,1.231,0.517,2.0,0.288,4.0,6.0,-0.252,0.09,1.042,0.455,3.0,0.833,0.866,0.5,12.0,8.0,1.0
5.667,2.134,0.377,0.882,-0.312,1.0,0.223,-2.0,0.0,-0.196,0.1,0.203,0.545,4.0,0.7,-0.866,-0.5,3.0,3.0,2.0
5.583,2.178,0.39,0.716,-0.727,0.0,0.0,-2.0,1.0,-0.101,0.026,-0.477,0.455,4.0,0.7,-1.0,0.0,4.0,5.0,2.0
5.917,2.216,0.374,0.676,-0.865,-3.0,-0.56,-1.0,-3.0,-0.122,0.036,-0.572,0.455,4.0,0.7,-0.866,0.5,8.0,4.0,1.0
6.083,2.139,0.352,1.151,0.428,1.0,0.154,2.0,-3.0,-0.038,0.004,0.528,0.545,4.0,0.7,-0.5,0.866,6.0,4.0,1.0
6.25,2.278,0.364,0.96,-0.11,1.0,0.182,3.0,-3.0,-0.192,0.085,0.371,0.455,5.0,0.7,0.0,1.0,9.0,7.0,1.0
6.417,2.326,0.362,0.779,-0.609,0.0,0.0,-2.0,2.0,-0.248,0.136,-0.024,0.455,6.0,0.7,0.5,0.866,8.0,6.0,2.0
6.583,2.29,0.348,0.759,-0.691,2.0,0.511,-5.0,1.0,-0.206,0.097,-0.206,0.545,6.0,0.7,0.866,0.5,7.0,5.0,1.0
21.5,5.937,0.276,1.395,1.432,6.0,0.223,4.0,1.0,1.357,0.622,0.285,0.636,8.0,0.381,-0.866,-0.5,10.0,14.0,2.0
20.333,5.513,0.271,1.18,0.665,-3.0,-0.118,2.0,11.0,1.182,0.548,-0.764,0.545,8.0,0.381,-1.0,0.0,16.0,30.0,1.0
19.833,5.429,0.274,1.361,1.32,1.0,0.038,6.0,6.0,1.105,0.494,0.282,0.545,7.0,0.444,-0.866,0.5,18.0,24.0,1.0
19.833,5.429,0.274,1.311,1.136,4.0,0.167,-3.0,9.0,0.503,0.103,0.661,0.455,7.0,0.63,-0.5,0.866,27.0,27.0,2.0
18.417,5.837,0.317,1.195,0.614,1.0,0.047,9.0,4.0,0.64,0.143,0.012,0.455,8.0,0.63,0.0,1.0,9.0,26.0,1.0
16.917,6.934,0.41,1.241,0.589,-8.0,-0.323,0.0,11.0,1.031,0.264,-0.267,0.455,7.0,0.63,0.5,0.866,4.0,22.0,2.0
15.833,7.221,0.456,1.832,1.823,16.0,0.802,12.0,13.0,1.189,0.323,1.116,0.455,7.0,0.63,0.866,0.5,8.0,21.0,2.0
18.25,6.808,0.373,0.877,-0.33,-12.0,-0.56,-4.0,-17.0,0.724,0.135,-0.984,0.545,7.0,0.697,-0.866,-0.5,9.0,20.0,2.0
18.5,6.776,0.366,1.514,1.402,12.0,0.56,6.0,13.0,0.797,0.165,0.826,0.545,7.0,0.697,-1.0,0.0,19.0,16.0,1.0
17.833,6.176,0.346,0.897,-0.297,-4.0,-0.223,6.0,-6.0,0.308,0.03,-0.58,0.455,6.0,0.697,-0.866,0.5,20.0,28.0,1.0
18.833,6.743,0.358,1.062,0.173,-2.0,-0.095,-13.0,5.0,0.0,0.0,0.173,0.455,6.0,0.697,-0.5,0.866,28.0,16.0,1.0
18.75,6.735,0.359,1.173,0.483,12.0,0.788,7.0,9.0,-0.059,0.001,0.531,0.545,6.0,0.697,0.0,1.0,19.0,20.0,2.0
18.667,6.7,0.359,0.536,-1.294,-23.0,-1.194,-12.0,1.0,-0.294,0.023,-1.065,0.455,6.0,0.697,0.5,0.866,21.0,22.0,1.0
18.75,6.597,0.352,1.76,2.16,18.0,0.788,18.0,14.0,0.395,0.043,1.871,0.545,6.0,0.679,0.866,0.5,11.0,10.0,2.0
14.667,5.072,0.346,0.75,-0.723,-4.0,-0.31,-1.0,1.0,0.035,0.001,-0.761,0.364,5.0,0.545,-0.866,-0.5,5.0,16.0,1.0
15.333,5.072,0.331,0.978,-0.066,-2.0,-0.125,3.0,0.0,0.035,0.001,-0.104,0.364,6.0,0.737,-1.0,0.0,19.0,11.0,2.0
15.083,5.155,0.342,1.127,0.372,5.0,0.348,-7.0,-2.0,0.178,0.014,0.183,0.455,6.0,0.737,-0.866,0.5,12.0,15.0,1.0
14.917,5.123,0.343,0.804,-0.569,0.0,0.0,2.0,-10.0,0.094,0.004,-0.672,0.364,6.0,0.737,-0.5,0.866,15.0,17.0,1.0
14.917,5.123,0.343,0.804,-0.569,-12.0,-0.693,-3.0,-2.0,0.339,0.052,-0.959,0.455,7.0,0.737,0.0,1.0,12.0,12.0,2.0
14.917,5.123,0.343,1.609,1.773,14.0,0.875,5.0,19.0,0.584,0.155,1.247,0.455,6.0,0.737,0.5,0.866,12.0,12.0,2.0
14.083,4.329,0.307,0.71,-0.943,-5.0,-0.405,-12.0,-9.0,0.206,0.027,-1.222,0.364,6.0,0.737,0.866,0.5,14.0,24.0,1.0
19.25,4.639,0.241,0.831,-0.701,-4.0,-0.223,-5.0,-8.0,0.661,0.242,-1.704,0.545,5.0,0.437,-0.866,-0.5,14.0,10.0,2.0
19.167,4.705,0.245,1.043,0.177,-5.0,-0.223,-2.0,-1.0,0.972,0.509,-1.368,0.545,6.0,0.437,-1.0,0.0,15.0,16.0,1.0
18.333,5.328,0.291,1.364,1.251,4.0,0.174,0.0,7.0,1.287,0.695,-0.139,0.636,6.0,0.437,-0.866,0.5,10.0,20.0,1.0
17.5,4.992,0.285,1.2,0.701,-1.0,-0.047,-3.0,12.0,1.112,0.591,-0.82,0.545,6.0,0.437,-0.5,0.866,15.0,25.0,2.0
17.667,5.137,0.291,1.245,0.844,-3.0,-0.128,1.0,6.0,0.741,0.248,0.058,0.545,6.0,0.609,0.0,1.0,23.0,21.0,2.0
16.833,5.177,0.308,1.485,1.577,1.0,0.041,7.0,11.0,0.762,0.258,0.891,0.636,6.0,0.609,0.5,0.866,12.0,22.0,1.0
15.583,4.856,0.312,1.54,1.733,3.0,0.134,15.0,9.0,0.654,0.216,1.121,0.636,6.0,0.609,0.866,0.5,10.0,25.0,2.0
26.5,8.655,0.327,0.755,-0.751,-23.0,-0.765,-14.0,-3.0,1.21,0.233,-1.735,0.455,5.0,0.535,-0.866,-0.5,25.0,23.0,1.0
